name	name2	txStart	txEnd
NM_173028	Vps13a	16689855	16855423
NM_028785	Dock8	25074018	25276922
NM_021377	Sorcs1	50222150	50753136
NM_001290356	Sorcs1	50227442	50753136
NM_001252501	Sorcs1	50217790	50753136
NM_018801	Syt7	10463579	10527671
NM_021718	Ms4a4b	11518047	11538038
NM_173068	Syt7	10463579	10527671
NM_173067	Syt7	10463579	10527671
NM_028953	Tmc1	20857947	21028692
NM_008413	Jak2	29326292	29387570
NM_011160	Prkg1	30638976	31738860
NM_001013833	Prkg1	30638976	31839523
NM_001048177	Jak2	29326292	29387570
NM_019588	Plce1	38598686	38859590
NM_010004	Cyp2c40	39841562	39887304
NM_175353	Exoc6	37624907	37757739
NM_001081257	Hpse2	42863084	43462845
NM_030703	Cpn1	44030797	44061010
NM_011053	Pdcd11	47165255	47205635
NM_016862	Vti1a	55390546	55701951
NM_001293686	Vti1a	55390546	55701951
NM_001293685	Vti1a	55390546	55701951
NM_008513	Lrp5	3584824	3686564
NM_001167889	Suv420h1	3767420	3808829
NM_001167888	Suv420h1	3767420	3806324
NM_001167887	Suv420h1	3767420	3818303
NM_001167886	Suv420h1	3767420	3818303
NM_001167885	Suv420h1	3767420	3818303
NM_029456	Ppp6r3	3454927	3575749
NM_144871	Suv420h1	3767420	3818303
NM_001164159	Ppp6r3	3454927	3575749
NM_009212	Ighmbp2	3259075	3283010
NM_028999	Ppp6r3	3454927	3575749
NM_001167884	Suv420h1	3767420	3806324
NM_001001984	Kdm2a	4316146	4397077
NM_008451	Klc2	5107745	5118408
NM_001162946	Pcx	4510471	4621752
NM_011262	Dpf2	5896515	5912871
NM_001291078	Dpf2	5896515	5912871
NM_153795	Fermt3	7073447	7093959
NM_020253	Nrxn2	6418737	6533217
NM_134147	Macrod1	7131257	7272552
NM_001205235	Nrxn2	6418737	6533217
NM_001205234	Nrxn2	6418737	6533217
NM_001163505	Atl3	7568529	7613099
NM_146091	Atl3	7568927	7613099
NM_010316	Gng3	8911418	8913736
NM_001161413	Slc3a2	8781371	8797859
NM_008577	Slc3a2	8781371	8788387
NM_001136064	Bscl2	8911956	8923173
NM_198114	Dagla	10319754	10379367
NM_016692	Incenp	9946786	9974023
NM_001025610	Ms4a7	11395528	11410636
NM_001037801	Cd6	10863828	10904548
NM_009852	Cd6	10863828	10904548
NM_001276398	Ms4a7	11395528	11409185
NM_021453	Pga5	10743446	10752561
NM_001164272	Cpsf7	10599733	10622225
NM_027836	Ms4a7	11395528	11410636
NM_172302	Cpsf7	10599733	10622225
NM_001033174	Osbp	12040333	12068604
NM_026835	Ms4a6d	11661095	11679294
NM_001302950	Tle4	14522561	14672673
NM_001302947	Tle4	14522561	14672673
NM_011600	Tle4	14522561	14672673
NM_001302951	Tle4	14522561	14671703
NM_001205339	Psat1	15979612	15999112
NM_008137	Gna14	16510156	16685308
NM_177420	Psat1	15979612	15999549
NM_010265	Gcnt1	17400630	17447334
NM_181348	Prune2	17030607	17298422
NM_146095	Rorb	19005098	19075607
NM_001043354	Rorb	19005098	19185686
NM_001289921	Rorb	19005098	19075607
NM_146096	Abhd17b	21727798	21760127
NM_001033759	Tmem2	21852829	21932850
NM_031997	Tmem2	21852829	21932850
NM_010266	Gda	21465796	21547151
NM_001035242	Trpm3	22213606	23064372
NM_001035245	Trpm3	22767108	22846871
NM_001035240	Trpm3	22213606	23064372
NM_001035241	Trpm3	22213606	23064372
NM_001035239	Trpm3	22213606	23064372
NM_001035244	Trpm3	22767108	23000979
NM_001035246	Trpm3	22767108	22843870
NM_001035243	Trpm3	22213606	23064372
NM_177341	Trpm3	22522697	23064374
NM_153808	Smc5	23280930	23348387
NM_001252685	Smc5	23280930	23347089
NM_001252684	Smc5	23280930	23348387
NM_177034	Apba1	23833365	24024087
NM_146097	Cbwd1	24994405	25036106
NM_008846	Pip5k1b	24369285	24630317
NM_011597	Tjp2	24168991	24299516
NM_001198985	Tjp2	24168991	24248630
NM_175013	Pgm5	24752750	24936332
NM_177360	Dmrt3	25685026	25698411
NM_011416	Smarca2	26679649	26852811
NM_011265	Rfx3	27836210	28085656
NM_001166414	Rfx3	27836210	28057438
NM_177721	Ranbp6	29882597	29887464
NM_133775	Il33	29999603	30035205
NM_021396	Pdcd1lg2	29485408	29547417
NM_001168526	Sgms1	32197216	32285503
NM_144792	Sgms1	32197216	32462944
NM_001168525	Sgms1	32197216	32423806
NM_001167818	Rnls	33212234	33466785
NM_001146342	Rnls	33212234	33466785
NM_019428	Rpp30	36158205	36179263
NM_008315	Htr7	36033218	36131850
NM_001290826	Cpeb3	37095780	37250553
NM_031156	Ide	37343230	37405103
NM_198300	Cpeb3	37095780	37281961
NM_001163635	Tnks2	36908721	36967967
NM_001290829	Cpeb3	37095780	37272598
NM_001290828	Cpeb3	37095780	37281961
NM_001290827	Cpeb3	37095780	37281961
NM_028293	Cep55	38129514	38148915
NM_001164362	Cep55	38129531	38148915
NM_028760	Cep55	38129531	38148915
NM_145952	Tbc1d12	38911068	38994413
NM_145499	Cyp2c70	40227850	40261776
NM_019698	Aldh18a1	40624746	40662953
NM_001034962	Sorbs1	40366529	40525888
NM_001304721	Entpd1	40686855	40816092
NM_009166	Sorbs1	40366529	40588302
NM_001034963	Sorbs1	40366529	40525888
NM_009848	Entpd1	40734259	40816092
NM_001034964	Sorbs1	40366529	40476800
NM_153554	Aldh18a1	40624746	40662953
NM_178362	Sorbs1	40366529	40588226
NM_015748	Slit1	41674746	41818346
NM_133352	Tm9sf3	41285331	41338494
NM_027694	Golga7b	42330228	42344838
NM_001141983	Golga7b	42322067	42344838
NM_053103	Entpd7	43764178	43808343
NM_013806	Abcc2	43856797	43912708
NM_031396	Cnnm1	43514925	43571703
NM_001162410	Chuk	44147823	44181967
NM_007700	Chuk	44147823	44181967
NM_024450	Scd3	44277777	44318506
NM_009771	Btrc	45438223	45607833
NM_001037758	Btrc	45438223	45607833
NM_198296	9130011E15Rik	45892633	46072978
NM_001286466	Btrc	45438223	45607833
NM_001286465	Btrc	45438223	45607833
NM_053196	Sfxn2	46647854	46671390
NM_033569	Cnnm2	46836098	46953070
NM_028627	Psd	46386576	46401646
NM_001164363	Nt5c2	46961320	47089679
NM_015752	Sufu	46471385	46563294
NM_001102471	Cnnm2	46836098	46953070
NM_001025391	Sufu	46471385	46563294
NM_020577	As3mt	46781932	46815585
NM_175360	Obfc1	47575537	47611510
NM_021360	Neurl1a	47253309	47333931
NM_001164717	Sh3pxd2a	47334663	47538901
NM_001163480	Neurl1a	47303332	47333931
NM_001163267	Cfap58	48012201	48109869
NM_001164639	Slk	47654508	47719736
NM_009289	Slk	47654508	47719736
NM_001001738	Itprip	47969085	47993789
NM_008018	Sh3pxd2a	47334663	47538901
NM_025696	Sorcs3	48280514	48879995
NM_001164099	Add3	53214932	53321816
NM_001164101	Add3	53214932	53321816
NM_133216	Xpnpep1	53065669	53113144
NM_011050	Pdcd4	53966720	54004351
NM_001170847	Rbm20	53751795	53941570
NM_001168492	Pdcd4	53977840	54004351
NM_001168491	Pdcd4	53977840	54004351
NM_001081076	Gucy2g	55272587	55315726
NM_001142918	Tcf7l2	55816299	56008145
NM_001142922	Tcf7l2	55816299	56008145
NM_001142919	Tcf7l2	55816299	56008145
NM_001142920	Tcf7l2	55816299	56008145
NM_001142923	Tcf7l2	55816299	56008145
NM_009333	Tcf7l2	55816299	56008145
NM_001142921	Tcf7l2	55816299	56008145
NM_001103178	Ablim1	57107753	57193514
NM_001177797	Afap1l2	56986843	57083065
NM_029839	Trub1	57527395	57563398
NM_001177796	Afap1l2	56986843	57083065
NM_178688	Ablim1	57107753	57290522
NM_001103177	Ablim1	57107753	57272121
NM_001290813	Ablim1	57107753	57290522
NM_146102	Afap1l2	56986843	57083065
NM_028115	Trub1	57527395	57565495
NM_001290816	Ablim1	57107753	57272121
NM_001290815	Ablim1	57107753	57272121
NM_029372	Ccdc172	58586491	58627575
NM_181415	Atrnl1	57685523	58207830
NM_010279	Gfra1	58310070	58529888
NM_001285457	Gfra1	58310094	58529084
NM_001114312	Shtn1	59047847	59150559
NM_011128	Pnliprp2	58834212	58852024
NM_175172	Shtn1	59047847	59150559
NM_001033222	Pdzd8	59370573	59420270
NM_018869	Grk5	60965651	61168458
NM_007452	Prdx3	60939968	60950441
NM_001309216	Zfp950	61194033	61216743
NM_001309195	Zfp950	61190884	61216743
NM_001001737	Zfp950	61198329	61216743
NM_001039657	Mtl5	3388856	3407823
NM_013495	Cpt1a	3323300	3385733
NM_001039658	Mtl5	3388856	3398168
NM_001286557	Mtl5	3389377	3407823
NM_001286558	Mtl5	3389377	3407823
NM_001136091	Tcirg1	3896049	3907133
NM_001271444	Ndufs8	3908862	3912774
NM_001271443	Ndufs8	3908862	3912774
NM_001271496	Chka	3851772	3894369
NM_144870	Ndufs8	3908862	3912774
NM_001167784	Tcirg1	3896049	3906983
NM_013490	Chka	3851772	3894369
NM_016921	Tcirg1	3896049	3905230
NM_011533	Tbx10	3992751	3999512
NM_001001320	Tbx10	3992751	3999512
NM_019449	Unc93b1	3935185	3949340
NM_001161428	Unc93b1	3935185	3949340
NM_001160253	Cabp2	4082487	4087339
NM_013878	Cabp2	4083518	4087339
NM_178650	Tbc1d10c	4184356	4191047
NM_001160252	Cabp2	4083518	4087339
NM_016933	Ptprcap	4154645	4156710
NM_134148	Carns1	4164323	4175479
NM_001078649	Tmem134	4125959	4132307
NM_008851	Pitpnm1	4100621	4113965
NM_025889	Tmem134	4125959	4132307
NM_026720	Ankrd13d	4270179	4283137
NM_027196	Pold4	4231892	4233634
NM_001310038	Clcf1	4214237	4223505
NM_001310039	Clcf1	4214388	4223505
NM_001290818	Adrbk1	4285998	4306222
NM_130863	Adrbk1	4285998	4306222
NM_019952	Clcf1	4214237	4223505
NM_008797	Pcx	4594318	4621752
NM_001033447	Gm960	4625840	4698668
NM_153388	Lrfn4	4611783	4615667
NM_009032	Rbm4	4784292	4793901
NM_016892	Ccs	4825365	4839322
NM_207268	Ccdc87	4839365	4842528
NM_019869	Rbm14	4800565	4811634
NM_001290127	Gm21992	4784292	4811634
NM_025717	Rbm4b	4756524	4765940
NM_001290128	Gm21992	4784292	4811634
NM_001290125	Rbm4	4784292	4793901
NM_001290124	Rbm4	4784292	4794009
NM_001290123	Rbm4	4784292	4794009
NM_001290122	Rbm4	4784292	4794009
NM_172835	Peli3	4931854	4943092
NM_001168517	Zdhhc24	4878689	4885397
NM_001168516	Zdhhc24	4878667	4885397
NM_133803	Dpp3	4907228	4928287
NM_001033128	Bbs1	4886881	4906627
NM_025553	Mrpl11	4962305	4966995
NM_027476	Zdhhc24	4878667	4885397
NM_026553	Yif1a	5088537	5092879
NM_007854	Slc29a2	5024005	5031972
NM_175383	B4gat1	5038825	5041134
NM_001038231	Banf1	5364632	5366363
NM_011793	Banf1	5364632	5366876
NM_001024717	Gal3st3	5298330	5308739
NM_030109	Sf3b2	5273920	5295455
NM_001286608	Banf1	5364632	5366876
NM_001164352	Efemp2	5474734	5481854
NM_007687	Cfl1	5490454	5494031
NM_001253832	Fibp	5460606	5465052
NM_134149	AI837181	5425143	5427316
NM_023781	1700020D05Rik	5502768	5503787
NM_016882	Sart1	5377522	5388703
NM_027877	Mus81	5482839	5488336
NM_021474	Efemp2	5474689	5481854
NM_001256515	AI837181	5425143	5427316
NM_024176	Drap1	5422803	5424979
NM_001243307	Ccdc85b	5453162	5457563
NM_021438	Fibp	5460606	5465052
NM_198616	Ccdc85b	5453162	5457563
NM_001291080	Drap1	5422803	5424979
NM_001199249	Kat5	5605121	5610094
NM_178637	Kat5	5603013	5610094
NM_001199248	Kat5	5603013	5610094
NM_001199247	Kat5	5603013	5610094
NM_026616	Rnaseh2c	5601872	5602959
NM_008520	Ltbp3	5740903	5758532
NM_001164482	Sipa1	5651184	5663707
NM_001164481	Sipa1	5651184	5663707
NM_001164568	Sipa1	5651184	5663707
NM_023166	Fam89b	5728086	5729666
NM_001164480	Sipa1	5651184	5663707
NM_053252	Ehbp1l1	5707373	5726317
NM_020491	Sssca1	5730305	5731732
NM_144868	Pcnxl3	5664634	5688908
NM_011379	Sipa1	5651184	5663707
NM_010609	Kcnk7	5704475	5707101
NM_181452	Fam89b	5728086	5729666
NM_001114597	Ehbp1l1	5707373	5726317
NM_001114596	Ehbp1l1	5707373	5726317
NM_001114595	Ehbp1l1	5707373	5726317
NM_008893	Pola2	5940542	5964206
NM_001110504	Capn1	5988544	6015825
NM_026772	Cdc42ep2	5917555	5924816
NM_001164057	Pola2	5941104	5964206
NM_007600	Capn1	5988544	6015247
NM_028454	Tm7sf2	6062820	6067850
NM_001160239	Fau	6057887	6059524
NM_028769	Syvn1	6046575	6053718
NM_001190436	Fau	6057966	6059524
NM_001164709	Syvn1	6047144	6053718
NM_133678	Sac3d1	6116003	6118586
NM_007990	Fau	6057887	6059524
NM_001165919	1700123I01Rik	6184409	6224219
NM_194348	Atg2a	6241667	6262304
NM_011750	Sf1	6363689	6378038
NM_009006	Map4k2	6341159	6355619
NM_001110791	Sf1	6363689	6378038
NM_001033342	Cdc42bpg	6306456	6325652
NM_008583	Men1	6335038	6340894
NM_001168490	Men1	6335038	6340894
NM_001168489	Men1	6335012	6340894
NM_001168488	Men1	6334978	6340894
NM_001291787	Map4k2	6341159	6355619
NM_009203	Slc22a12	6535855	6543070
NM_019924	Rps6ka4	6903573	6915117
NM_001185164	Vegfb	7056961	7062141
NM_001290349	Plcb3	7028202	7044304
NM_026306	Trmt112	6984187	6985516
NM_001166368	Fkbp2	7052228	7054951
NM_001285453	Bad	7017051	7026395
NM_008889	Ppp1r14b	7049537	7051814
NM_007953	Esrra	6985466	6996298
NM_001177362	Gpr137	7012559	7015997
NM_001177361	Gpr137	7012559	7016940
NM_008020	Fkbp2	7052228	7054930
NM_207220	Gpr137	7012559	7015683
NM_001177360	Gpr137	7012559	7015683
NM_011697	Vegfb	7056961	7062141
NM_008874	Plcb3	7028202	7044304
NM_001166370	Trmt112	6984187	6985516
NM_007522	Bad	7016350	7026395
NM_153597	Trpt1	7070620	7073536
NM_201411	Flrt1	7166501	7180219
NM_016737	Stip1	7095185	7114516
NM_007750	Cox8a	7289647	7292106
NM_027643	Naa40	7300157	7315712
NM_001080388	Mark2	7349885	7416350
NM_001080390	Mark2	7349885	7369937
NM_001080389	Mark2	7349885	7416350
NM_001167831	AI846148	7447711	7457516
NM_007928	Mark2	7349885	7416350
NM_001033139	AI846148	7430953	7457516
NM_001003933	Rtn3	7500384	7557781
NM_001003934	Rtn3	7500384	7557781
NM_001271487	Rtn3	7500384	7557781
NM_001271486	Rtn3	7500384	7557781
NM_053076	Rtn3	7500384	7557781
NM_175381	2700081O15Rik	7492114	7500394
NM_139269	Pla2g16	7631948	7663035
NM_144785	Slc22a19	7747565	7785800
NM_001013820	Slc22a28	8136698	8206472
NM_001164634	Slc22a8	8665743	8686325
NM_007698	Chrm1	8738494	8758092
NM_031194	Slc22a8	8665743	8686325
NM_001112697	Chrm1	8738494	8758092
NM_008766	Slc22a6	8692485	8702789
NM_001164635	Slc22a8	8667671	8686325
NM_001177347	1700092M07Rik	8815207	8815715
NM_133759	Zbtb3	8876985	8879344
NM_001177798	Taf6l	8848843	8860907
NM_001098237	Zbtb3	8877019	8879344
NM_019829	Stx5a	8816292	8830132
NM_001167799	Stx5a	8815913	8830132
NM_001276704	Nxf1	8831606	8845400
NM_146092	Taf6l	8848843	8860806
NM_026325	Tmem179b	8847011	8848957
NM_001013019	Lrrn4cl	8925274	8928399
NM_009073	Rom1	9001871	9003846
NM_008060	Ganab	8972546	8991232
NM_008144	Bscl2	8913817	8923173
NM_001293621	Ganab	8972546	8991232
NM_001160356	Uqcc3	8954503	8955423
NM_001286103	Lbhd1	8958367	8965249
NM_001290823	Bscl2	8914992	8923173
NM_025463	1810009A15Rik	8963372	8965249
NM_176843	Ints5	8967476	8972380
NM_024256	B3gat3	8994882	9001726
NM_009643	Ahnak	9063773	9093686
NM_001039959	Ahnak	9063773	9151416
NM_011681	Scgb1a1	9158131	9162446
NM_001286518	Ahnak	9063773	9151416
NM_010239	Fth1	10057135	10059601
NM_011913	Best1	10059661	10076123
NM_144538	Rab3il1	10092717	10110076
NM_021890	Fads3	10116037	10134161
NM_146094	Fads1	10257377	10271362
NM_001033481	Myrf	10282760	10315238
NM_001271615	Fen1	10273621	10278433
NM_001271614	Fen1	10273621	10278433
NM_007999	Fen1	10273621	10278433
NM_026919	Tmem258	10278691	10282314
NM_001163431	Tmem258	10280522	10282314
NM_025333	Sdhaf2	10575001	10599699
NM_001111140	Lrrc10b	10529860	10531937
NM_001302218	Tmem138	10648166	10651576
NM_201351	Cyb561a3	10651646	10664531
NM_028411	Tmem138	10644967	10651876
NM_027913	Vwce	10708722	10739700
NM_001282067	Cyb561a3	10651646	10664531
NM_001282065	Cyb561a3	10651646	10664531
NM_001282064	Cyb561a3	10651646	10664531
NM_007650	Cd5	10792632	10813464
NM_023044	Slc15a3	10917033	10932405
NM_009580	Zp1	10988786	10995091
NM_133804	Tmem132a	10932318	10944269
NM_134129	Prpf19	10969720	10984049
NM_001253844	Prpf19	10973134	10984049
NM_001253843	Prpf19	10969720	10984049
NM_023731	Ccdc86	11015970	11023756
NM_009962	Ptgdr2	11011649	11017001
NM_001251849	Ms4a18	11071514	11092453
NM_022430	Ms4a8a	11141960	11155593
NM_027058	1700017D01Rik	11171305	11205368
NM_029499	Ms4a4c	11482150	11501736
NM_001310331	Ms4a4a	11449977	11467405
NM_028595	Ms4a6c	11543857	11556686
NM_001166376	Ms4a6c	11543857	11547226
NM_001033283	Oosp3	11771544	11786348
NM_011502	Stx3	11849607	11893893
NM_001025307	Stx3	11849607	11893893
NM_001286543	Stx3	11849607	11893893
NM_152220	Stx3	11851974	11893893
NM_172635	Patl1	11986888	12019586
NM_001011788	Olfr1432	12303008	12304052
NM_146686	Olfr235	12342721	12343660
NM_146685	Olfr1434	12354343	12358478
NM_019540	Pfpl	12502394	12506600
NM_010821	Mpeg1	12535268	12539775
NM_172442	Dtx4	12540825	12576486
NM_001167907	Gm4952	12674473	12702106
NM_001013762	Gm4952	12674505	12702106
NM_029550	Keg1	12770279	12794386
NM_207132	Olfr1471	13519503	13520448
NM_146696	Olfr1477	13575035	13577782
NM_146690	Olfr1472	13528060	13529005
NM_146633	Olfr1501	13912713	13913661
NM_001136484	Gcnt1	17400630	17413995
NM_173442	Gcnt1	17400630	17431157
NM_019437	Rfk	17468532	17475839
NM_017375	Ostf1	18654853	18706303
NM_026120	Carnmt1	18745269	18779282
NM_009551	Zfand5	21346767	21361330
NM_028208	Ptar1	23761889	23795619
NM_001114174	Fam189a2	24047239	24105509
NM_008022	Foxd4	24973454	24975799
NM_015826	Dmrt1	25580195	25678818
NM_026003	Smarca2	26822892	26852811
NM_001161420	Vldlr	27291509	27328721
NM_013703	Vldlr	27291509	27328721
NM_028922	Ppapdc2	29038409	29041291
NM_198651	4430402I18Rik	28997553	29038644
NM_172836	9930021J03Rik	29788891	29880499
NM_025741	Trpd52l3	30078279	30080510
NM_001164724	Il33	30020279	30035205
NM_138595	Gldc	30172930	30249931
NM_031249	Cstf2t	31157330	31161082
NM_010799	Minpp1	32560258	32589860
NM_001201470	Papss2	32670204	32741677
NM_011864	Papss2	32694494	32741677
NM_172837	Lipk	34082743	34122393
NM_001205349	Lipk	34082743	34122393
NM_023903	Lipm	34175432	34197177
NM_001146708	Fas	34365148	34383840
NM_007987	Fas	34365148	34402260
NM_001111100	Lipa	34566805	34601964
NM_021460	Lipa	34566805	34601964
NM_010501	Ifit3	34658018	34663472
NM_008332	Ifit2	34625183	34651024
NM_001101605	Ifit1bl1	34667377	34676458
NM_001110517	Ifit1bl1	34667377	34673917
NM_001005858	Ifit3b	34682446	34687891
NM_001114339	Pank1	34881425	34953945
NM_023792	Pank1	34881425	34952407
NM_183046	Kif20b	34996847	35050221
NM_001163471	Hectd2	36629128	36695625
NM_172637	Hectd2	36629128	36695625
NM_028263	Fgfbp3	36992039	36994089
NM_001164337	March5	37282034	37292705
NM_001164336	March5	37282034	37295566
NM_027314	March5	37282034	37298947
NM_007811	Cyp26a1	37772297	37776026
NM_033614	Pde6c	38207270	38258441
NM_011255	Rbp4	38191109	38199301
NM_001170959	Pde6c	38207270	38258441
NM_001159487	Rbp4	38191109	38199811
NM_021315	Noc3l	38862617	38893727
NM_008234	Hells	39005479	39042767
NM_028191	Cyp2c65	39135495	39168438
NM_007815	Cyp2c29	39361574	39405203
NM_010002	Cyp2c38	39464045	39537565
NM_010003	Cyp2c39	39585311	39643019
NM_001039555	Cyp2c68	39763325	39815591
NM_010001	Cyp2c37	40066913	40086733
NM_206537	Cyp2c54	40112429	40148303
NM_001167877	Cyp2c50	40164168	40166823
NM_134144	Cyp2c50	40164168	40188445
NM_001167875	Cyp2c50	40164168	40188445
NM_016861	Pdlim1	40296728	40346106
NM_172839	Ccnj	40905768	40923060
NM_028319	Zfp518a	40969194	40992437
NM_009345	Dntt	41103764	41134015
NM_001043228	Dntt	41103764	41134015
NM_001163495	Arhgap19	41841077	41876574
NM_027667	Arhgap19	41841077	41876574
NM_177603	Frat2	41920464	41922622
NM_008043	Frat1	41904459	41907073
NM_023740	Zdhhc16	42007961	42018593
NM_025644	Exosc1	41997469	42007804
NM_001164561	Exosc1	41997469	42007804
NM_023418	Pgam1	41986360	41993155
NM_025752	4933411K16Rik	42126717	42128118
NM_198108	Morn4	42149428	42160860
NM_145501	Pi4k2a	42164924	42196708
NM_183195	Marveld1	42221878	42226193
NM_177319	Zfyve27	42245056	42269082
NM_001164531	Zfyve27	42245056	42269082
NM_018780	Sfrp5	42272460	42276742
NM_001164311	Loxl4	42666768	42687296
NM_053083	Loxl4	42666768	42687296
NM_029011	Pyroxd2	42800347	42827265
NM_019424	Hps1	42829685	42854466
NM_010324	Got1	43574242	43599095
NM_025530	Cutc	43827512	43843128
NM_001113562	Cutc	43827512	43843128
NM_144874	Cox15	43807743	43827490
NM_001167905	Cyp2c44	44081280	44103737
NM_001164360	Erlin1	44109432	44144275
NM_001164359	Erlin1	44109432	44144265
NM_001001446	Cyp2c44	44079511	44103737
NM_145502	Erlin1	44109432	44144176
NM_181422	Pkd2l1	44222126	44266932
NM_028607	Bloc1s2	44213736	44220936
NM_183216	Scd4	44407815	44421233
NM_009128	Scd2	44368165	44381352
NM_009127	Scd1	44468939	44482199
NM_011720	Wnt8b	44567961	44588763
NM_176958	Hif1an	44637343	44650764
NM_011037	Pax2	44831883	44912359
NM_001195265	Pdzd7	45101396	45120262
NM_053197	Sfxn3	45122065	45130873
NM_001178012	Sfxn3	45122065	45130873
NM_178929	Kazald1	45150628	45153779
NM_001130526	Lzts2	45092624	45101594
NM_001130525	Lzts2	45089699	45101594
NM_145503	Lzts2	45089665	45101594
NM_001178013	Sfxn3	45122065	45130873
NM_021901	Tlx1	45225204	45231433
NM_013907	Fbxw4	45652746	45734683
NM_001166362	Fgf8	45811287	45817374
