name	name2	txStart	txEnd
NM_207237	Man1c1	134117604	134260205
NM_001305273	Rngtt	33397285	33589589
NM_011884	Rngtt	33397285	33589589
NM_025856	Sh3d21	125827845	125839909
NM_007943	Eps15	108952879	109060421
NM_001162533	Sh3d21	125827845	125840585
NM_001159964	Eps15	109015660	109060421
NM_001081557	Camta1	150433631	151235877
NM_023066	Asph	9376231	9596309
NM_001290367	Asph	9376231	9596491
NM_001177849	Asph	9376231	9596309
NM_001039556	Rad54b	11486066	11542955
NM_019724	Mmp16	17780628	18045881
NM_001109661	Bach2	32504409	32673083
NM_001165999	Lingo2	35653896	36898777
NM_181406	Rars2	34562206	34607416
NM_029572	Erp44	48206202	48292461
NM_001024142	Fbxo10	45047119	45097476
NM_001290470	Clta	44025521	44045720
NM_173033	Tstd2	46127618	46151347
NM_001159633	Slc44a1	53453284	53563036
NM_133891	Slc44a1	53453284	53635350
NM_001304544	Pakap	57581119	57909856
NM_172868	Palm2	57581119	57730000
NM_001290350	Zfp37	61850570	61869580
NM_001290351	Zfp37	61850570	61869580
NM_001290353	Zfp37	61850570	61869236
NM_021362	Pappa	64785207	65018543
NM_207109	Astn2	65041836	66065517
NM_025685	Col27a1	62876445	62996024
NM_009554	Zfp37	61850570	61869580
NM_019514	Astn2	65041836	66065517
NM_001017427	Rasef	73360482	73436506
NM_011211	Ptprd	75587140	77857799
NM_025760	Hacd4	88058833	88084830
NM_029347	Fggy	95246111	95488260
NM_010905	Nfia	97444316	97785567
NM_001122953	Nfia	97444316	97785567
NM_028132	Pgm2	99602055	99659899
NM_001122952	Nfia	97248633	97785567
NM_001113412	Fggy	95224197	95593630
NM_080555	Ppap2b	104829951	104905372
NM_146254	Wdr78	102710669	102786904
NM_001167876	Skint5	113150495	113672108
NM_001284190	Agbl4	110070302	111335629
NM_001048189	Agbl4	110070302	111330124
NM_030231	Agbl4	110070302	111330124
NM_001167878	Skint5	113150495	113672108
NM_010657	Hivep3	119487282	119808016
NM_027310	Meaf6	124762377	124787314
NM_001290701	Meaf6	124762377	124787314
NM_023485	Sync	128964864	128985803
NM_001017968	Zdhhc18	133162906	133189344
NM_001302081	Dlgap3	126850123	126914266
NM_198618	Dlgap3	126846447	126914266
NM_001122954	Pla2g5	138355161	138419384
NM_177868	Fhad1	141446537	141567566
NM_001085492	Rere	149656024	149996075
NM_020009	Mtor	147822690	147931794
NM_023465	Ctnnbip1	148892349	148940546
NM_001276502	Vps13d	144562524	144780569
NM_001276465	Vps13d	144562524	144784908
NM_207678	Ccnl2	155186597	155198652
NM_001111096	Lyn	3605267	3718759
NM_054089	Tgs1	3502025	3543770
NM_010747	Lyn	3605267	3718759
NM_001277919	Gm11780	4454920	4456605
NM_145711	Tox	6614532	6917870
NM_007592	Car8	8068639	8166188
NM_028940	Clvs1	9196463	9378838
NM_001177855	Asph	9548056	9596309
NM_001177856	Asph	9555791	9596309
NM_001177853	Asph	9502408	9570864
NM_133723	Asph	9548056	9570864
NM_001177852	Asph	9502408	9570864
NM_001177851	Asph	9502408	9596309
NM_001177850	Asph	9502408	9596309
NM_001177854	Asph	9502408	9570864
NM_001159595	Ints8	11130074	11181406
NM_178112	Ints8	11126304	11181406
NM_194055	Esrp1	11259079	11313930
NM_001290383	Esrp1	11259079	11313930
NM_001171801	Triqk	12833983	12908632
NM_173746	Triqk	12833983	12908632
NM_001111027	Runx1t1	13678443	13822202
NM_009822	Runx1t1	13711928	13822202
NM_001111026	Runx1t1	13670448	13822202
NM_178617	Necab1	14879391	15076278
NM_181401	Tmem64	15192966	15213900
NM_025476	Rmdn1	19502212	19534079
NM_001290410	Nkain3	20046020	20705815
NM_172987	Nkain3	20170999	20705815
NM_175234	Faxc	21858472	21928608
NM_152825	Usp45	21703416	21765019
NM_001290425	Usp45	21703416	21765019
NM_008899	Pou3f2	22409241	22415513
NM_001163020	Klhl32	24544419	24778233
NM_199467	Mms22l	24423608	24530095
NM_001033531	Klhl32	24544419	24778233
NM_010243	Fut9	25536479	25727150
NM_010141	Epha7	28740280	28894653
NM_001122889	Epha7	28740294	28874603
NM_001290434	Epha7	28740280	28894653
NM_008076	Gabrr2	33150086	33182840
NM_178061	Mob3b	34896322	35104733
NM_001166001	Lingo2	35653896	35792445
NM_001166000	Lingo2	35653896	36665996
NM_175516	Lingo2	35653896	35792445
NM_001025445	Aptx	40629110	40650227
NM_001025444	Aptx	40629110	40650227
NM_007386	Aco1	40090297	40146042
NM_025545	Aptx	40629110	40649949
NM_025539	Nudt2	41412180	41427959
NM_175138	Dnaic1	41516826	41585191
NM_001081413	Unc13b	43071824	43277745
NM_016678	Reck	43888401	43957678
NM_177195	Atp8b5	43280030	43386703
NM_021468	Unc13b	43071824	43277745
NM_001310758	Unc13b	43071824	43277745
NM_175201	Rnf38	44139083	44180410
NM_001038993	Rnf38	44139083	44181155
NM_138590	Zcchc7	44769430	44945086
NM_028788	Stra6l	45861818	45899882
NM_146142	Tdrd7	45985168	46047637
NM_001290475	Tdrd7	45978206	46047637
NM_001081172	Frmpd1	45197777	45298808
NM_001305421	Stra6l	45861687	45899882
NM_001033306	Shb	45436147	45543700
NM_029077	Trim14	46517943	46549013
NM_198664	Tbc1d2	46617261	46663071
NM_009928	Col15a1	47220883	47326037
NM_010569	Invs	48292631	48444825
NM_001281978	Invs	48292631	48444825
NM_001281977	Invs	48292631	48444825
NM_001033351	Grin3a	49674482	49858641
NM_001276355	Grin3a	49674482	49858641
NM_013454	Abca1	53043660	53172767
NM_028053	Tmem38b	53838916	53874890
NM_172867	Zfp462	54960816	55096435
NM_019427	Epb41l4b	57074597	57156028
NM_011207	Ptpn3	57203712	57314709
NM_025271	Actl7b	56752876	56754297
NM_001290486	Lpar1	58448123	58512275
NM_022814	Svep1	58055667	58219468
NM_010336	Lpar1	58448123	58566363
NM_172989	Lpar1	58448123	58566165
NM_144904	Ptbp3	59484739	59562236
NM_001163288	Susd1	59327554	59451505
NM_178164	Ptbp3	59484739	59562236
NM_172468	Snx30	59818521	59917612
NM_008647	Mup2	60961050	61100734
NM_001286096	Mup2	60961050	61100734
NM_001045550	Mup2	60961983	61100734
NM_001290522	Wdr31	62113665	62131929
NM_001290521	Wdr31	62113665	62131929
NM_028326	Zfp618	62626607	62795064
NM_001045528	Fkbp15	61961375	62021582
NM_023597	Wdr31	62113665	62131929
NM_019492	Rgs3	62220880	62320881
NM_001045514	Akna	63028156	63064479
NM_011607	Tnc	63620818	63708049
NM_001305432	Akna	63028156	63059274
NM_001161782	Trim32	65266019	65277274
NM_053084	Trim32	65266019	65277274
NM_019967	Brinp1	68422405	68615431
NM_145990	Cdk5rap2	69877888	70071469
NM_001313762	Cdk5rap2	69877888	70071469
NM_011599	Tle1	71770978	71861927
NM_001285532	Tle1	71818613	71861927
NM_001285531	Tle1	71818613	71861927
NM_001285529	Tle1	71770978	71861927
NM_001285530	Tle1	71770978	71861927
NM_001277512	Gm11238	73266577	73272959
NM_001163732	Frmd3	73659506	73848118
NM_001172095	Kdm4c	73888400	74051768
NM_144787	Kdm4c	73897782	74051768
NM_172869	Frmd3	73659506	73835832
NM_001305286	Mpdz	80924402	81088719
NM_001305284	Mpdz	80924402	81088719
NM_010820	Mpdz	80924402	81088719
NM_001286131	Nfib	81936076	82151683
NM_001198811	Frem1	82543823	82698071
NM_001286127	Nfib	81936076	82151683
NM_008687	Nfib	81936076	82151683
NM_001113210	Nfib	81936076	82151683
NM_001113209	Nfib	81936076	82151683
NM_027238	Ttc39b	82866204	82970093
NM_175275	Cntln	84530212	84777825
NM_177385	Cntln	84530212	84604507
NM_172870	Bnc2	83918445	84320990
NM_001110240	Slc24a2	86629029	86873867
NM_172426	Slc24a2	86629029	86876444
NM_029931	Mllt3	87415828	87452227
NM_001286158	Mllt3	87415828	87452227
NM_027326	Mllt3	87415828	87679311
NM_010486	Elavl2	90917456	91038746
NM_207686	Elavl2	90917456	91038746
NM_001177883	Elavl2	90917456	91043187
NM_207685	Elavl2	90917456	91066675
NM_172695	Plaa	94231829	94269938
NM_001290551	Tek	94405979	94541667
NM_001290549	Tek	94405979	94541667
NM_013690	Tek	94405979	94541667
NM_177239	Mysm1	94608731	94645791
NM_010008	Cyp2j6	96182828	96220342
NM_172872	Kank4	98421582	98484228
NM_026082	Dock7	98603349	98787606
NM_001290636	Dock7	98603349	98787606
NM_001164585	Dnajc6	101180580	101315404
NM_001164584	Dnajc6	101180580	101315404
NM_010704	Lepr	101390011	101464863
NM_198412	Dnajc6	101169252	101315404
NM_146145	Jak1	100824578	100937887
NM_001122899	Lepr	101390011	101486272
NM_146146	Lepr	101390011	101487959
NM_001177983	Pde4b	101927346	102228529
NM_019840	Pde4b	101927543	102279867
NM_144906	Sgip1	102432739	102645287
NM_001285860	Sgip1	102432739	102645287
NM_001285859	Sgip1	102432739	102645287
NM_001285862	Sgip1	102432739	102645287
NM_001285852	Sgip1	102432739	102645287
NM_010014	Dab1	104040142	104352994
NM_001162980	1700024P16Rik	104586060	104689468
NM_178143	Prkaa2	104702254	104782503
NM_001285953	1700024P16Rik	104586060	104689468
NM_001285952	1700024P16Rik	104586060	104689468
NM_177259	Dab1	104040142	104417449
NM_025617	Tceanc2	106806766	106850971
NM_183225	Usp24	105988817	106113932
NM_025590	Acot11	106417165	106472436
NM_001080926	Lrp8	107474863	107549445
NM_001167936	Zyg11a	107854538	107890527
NM_011327	Scp2	107716434	107791152
NM_147221	Glis1	107107323	107307664
NM_001134791	Osbpl9	108733749	108790641
NM_001254730	3110021N24Rik	108392253	108454509
NM_001285898	Calr4	108907866	108927182
NM_001285897	Calr4	108907866	108927182
NM_001285896	Calr4	108907089	108927182
NM_001285895	Calr4	108891017	108927182
NM_011015	Orc1	108252058	108287436
NM_173350	Osbpl9	108733749	108790641
NM_001033226	Calr4	108908236	108927182
NM_133885	Osbpl9	108733749	108874877
NM_175472	Zcchc11	108132030	108232020
NM_001163397	Elavl4	109876341	110024516
NM_026291	4930522H14Rik	109177936	109203902
NM_001199090	4930522H14Rik	109177936	109203809
NM_178786	Skint4	111754074	111840681
NM_177864	Skint9	112058573	112106590
NM_026470	Spata6	111392614	111501745
NM_001103199	Skint6	112477220	112959578
NM_177669	Skint11	113835988	113917633
NM_001166027	Skint11	113835988	113917633
NM_009185	Stil	114672722	114715803
NM_001025567	Dmbx1	115587723	115612531
NM_001042743	Mast2	115979364	116136786
NM_008641	Mast2	115979364	116136786
NM_181040	Atpaf1	115457418	115484919
NM_130865	Dmbx1	115587723	115612531
NM_001310729	Rnf220	116944067	117048066
NM_001285901	Eri3	117222928	117346902
NM_001145637	Gm1661	116885937	116924522
NM_080469	Eri3	117222969	117346902
NM_001285899	Eri3	117222969	117346902
NM_001285902	Eri3	117222928	117346902
NM_025739	Rnf220	116944067	117169657
NM_009176	St3gal3	117604757	117807551
NM_001161823	Kdm4a	117809608	117852648
NM_172382	Kdm4a	117814647	117852648
NM_001161774	St3gal3	117604757	117807551
NM_001285521	St3gal3	117604757	117807551
NM_001285520	St3gal3	117604757	117807551
NM_028506	Ccdc30	118995497	119056439
NM_029286	Ccdc30	118995497	119088126
NM_001290696	Foxj3	119212265	119301724
NM_177572	Rimkla	119137890	119165203
NM_172699	Foxj3	119212265	119301724
NM_001270446	Ccdc30	118995497	119032499
NM_001270435	Ccdc30	118995497	119088126
NM_013883	Scmh1	120077885	120202804
NM_001159630	Scmh1	120077885	120202804
NM_001277095	Nfyc	120430039	120498346
NM_001048168	Nfyc	120430039	120504184
NM_008692	Nfyc	120430039	120498346
NM_007741	Col9a2	120712170	120727930
NM_001199137	Macf1	123026875	123361603
NM_001199136	Macf1	123026875	123361603
NM_017475	Rragc	123594675	123614240
NM_183163	Rhbdl2	123465117	123507147
NM_008636	Mtf1	124479792	124527044
NM_001035525	AU040320	126430798	126546938
NM_133886	AU040320	126431013	126531580
NM_001035526	AU040320	126431013	126546938
NM_001114399	Zmym4	126539064	126645167
NM_153402	Ago3	126017921	126106786
NM_028266	Col16a1	129725083	129776521
NM_008974	Ptp4a2	129497722	129527247
NM_001034872	Gm853	129886352	129899539
NM_001164745	Ptp4a2	129497951	129527247
NM_001162433	Lck	129225587	129250885
NM_001159606	Pum1	130219273	130337479
NM_001159605	Pum1	130219273	130337479
NM_030722	Pum1	130219273	130337479
NM_001159604	Pum1	130219273	130337479
NM_001159603	Pum1	130219273	130337479
NM_025998	Nkain1	130125704	130169623
NM_001083119	Ptpru	131324371	131394193
NM_011214	Ptpru	131324371	131394193
NM_001128606	Epb41	131479343	131604993
NM_183428	Epb41	131479343	131628012
NM_001128607	Epb41	131479340	131631228
NM_001081651	Rab42	131858108	131859271
NM_175307	Fam46b	133036047	133043855
NM_010166	Eya3	132194960	132280680
NM_211357	Eya3	132194960	132280680
NM_210071	Eya3	132194960	132280680
NM_144527	Cep85	133685772	133743000
NM_001285875	Pafah2	133952234	133983327
NM_001285872	Pafah2	133953385	133983327
NM_029759	Mtfr1l	134081469	134091302
NM_009097	Rps6ka1	133403205	133443712
NM_001285505	Rps6ka1	133403205	133443712
NM_133880	Pafah2	133952234	133983327
NM_001256112	Mtfr1l	134081469	134091183
NM_001243262	Lactbl1	136178535	136194025
NM_001008232	Asap3	135762279	135802488
NM_024452	Luzp1	136025675	136105233
NM_008305	Hspg2	137024717	137126545
NM_029563	Rap1gap	137220640	137285776
NM_007574	C1qc	136445716	136448829
NM_009523	Wnt4	136833549	136855416
NM_001256198	Eif4g3	137549370	137762994
NM_001256195	Eif4g3	137549370	137762994
NM_001285928	Ubxn10	138274440	138293082
NM_001285929	Ubxn10	138274440	138294353
NM_178671	Ubxn10	138274440	138281180
NM_172703	Eif4g3	137549370	137762994
NM_199307	Ece1	137418151	137521144
NM_001305423	Tmco4	138528197	138615086
NM_029857	Tmco4	138528819	138615086
NM_001163006	Minos1	138657728	138687028
NM_011039	Pax7	139293995	139388883
NM_175438	Aldh4a1	139178808	139205606
NM_001112723	Arhgef10l	140070399	140204671
NM_172415	Arhgef10l	140070399	140204671
NM_001112722	Arhgef10l	140070399	140221820
NM_198610	Igsf21	139582766	139802726
NM_001290803	Arhgef10l	140070399	140221802
NM_001081174	Rsg1	140769870	140776029
NM_019763	Spen	141023804	141094512
NM_144531	Kazn	141658304	141766123
NM_001256380	Prdm2	142717371	142802612
NM_001081355	Prdm2	142697293	142802612
NM_001290822	Pdpn	142857311	142889467
NM_001113736	Gm13040	143125856	143132374
NM_010329	Pdpn	142857311	142889467
NM_001113735	Gm13057	143125856	143132374
NM_001085536	Gm13178	144293093	144311307
NM_198661	Oog2	143780619	143786837
NM_011610	Tnfrsf1b	144802270	144836773
NM_001177546	Zfp600	146124227	146166157
NM_001177545	Zfp600	146125090	146166157
NM_001177767	Rex2	145850602	145889553
NM_001177767	Rex2	146395958	146434908
NM_009642	Agtrap	147451169	147462173
NM_001127188	Zfp534	147048333	147076740
