name	name2	txStart	txEnd
NM_178721	Cadm2	66655665	67621153
NM_001145977	Cadm2	66655665	67621153
NM_001083902	Slc12a8	33518680	33664221
NM_015773	Spag6	16753108	16829456
NM_027444	Bbx	50191956	50432502
NM_134251	Slc12a8	33518414	33664221
NM_183188	Rbfox1	7069927	7412573
NM_145362	Alg1	5233713	5245001
NM_001025432	Crebbp	4084047	4213404
NM_021477	Rbfox1	5884885	7412573
NM_028964	Snx29	11322996	11755566
NM_011159	Prkdc	15637958	15842332
NM_001290148	Snx29	11405740	11755566
NM_023125	Kng1	23058372	23082151
NM_029457	Senp2	22009556	22049342
NM_001102412	Kng1	23058372	23080079
NM_001102411	Kng1	23058372	23080079
NM_010922	Mrpl40	18872110	18876730
NM_175650	Atp13a5	29231999	29378818
NM_010199	Fgf12	28157868	28753329
NM_001122683	Bdh1	31428838	31458987
NM_001284375	Atp13a5	29231999	29378818
NM_175177	Bdh1	31422382	31458987
NM_001276419	Fgf12	28157868	28565037
NM_183064	Fgf12	28157868	28446161
NM_134109	Ildr1	36694063	36726890
NM_013661	Sema5b	35541447	35664344
NM_001285791	Ildr1	36694063	36726890
NM_001285788	Ildr1	36694063	36726890
NM_178924	Upk1b	38773296	38800316
NM_001285805	Zbtb20	42907757	43619236
NM_001014399	Abi3bp	56477958	56690248
NM_001014423	Abi3bp	56477958	56690248
NM_178790	Abi3bp	56477958	56690248
NM_001014422	Abi3bp	56477958	56690248
NM_009655	Alcam	52249108	52453110
NM_001014424	Abi3bp	56477958	56690248
NM_007739	Col8a1	57624368	57754850
NM_008310	Htr1f	64924554	65105610
NM_007938	Epha6	59653308	60605357
NM_016967	Olig2	91225794	91228922
NM_001122993	B3galt5	96457407	96541465
NM_009624	Adcy9	4284885	4420498
NM_008909	Ppl	5086383	5132574
NM_026393	Nmral1	4711317	4719356
NM_001290763	Nmral1	4712294	4719356
NM_001290762	Nmral1	4711317	4719356
NM_001290761	Nmral1	4711317	4719356
NM_001291910	Adcy9	4284885	4420498
NM_029253	Atf7ip2	10192998	10237380
NM_153123	Atf7ip2	10192998	10243144
NM_145931	Zc3h7a	11136686	11176486
NM_001204229	Clec16a	10545431	10744971
NM_177562	Clec16a	10545431	10744971
NM_001174086	Shisa9	11984205	12270997
NM_028277	Shisa9	11984205	12270997
NM_153588	Mkl2	13358513	13417622
NM_001122667	Mkl2	13256573	13417622
NM_001081154	Marf1	14109258	14159367
NM_001039533	Pdxdc1	13833665	13903238
NM_001161775	Myh11	14194619	14291501
NM_053181	Pdxdc1	13835792	13903238
NM_013607	Myh11	14194619	14291501
NM_001291017	Pdxdc1	13833665	13903238
NM_146068	Spidr	15889317	16146944
NM_001001983	Pi4ka	17280443	17406407
NM_033609	Med15	17651300	17723040
NM_001159561	P2rx6	17561977	17572105
NM_011028	P2rx6	17561977	17572105
NM_001285886	Med15	17651300	17722993
NM_001285884	Med15	17651300	17723040
NM_176833	Ppm1f	16896561	16927468
NM_001040683	Med15	17651300	17723040
NM_011949	Mapk1	16983474	17047546
NM_033474	Arvcf	18348274	18407167
NM_011172	Prodh	18071818	18089283
NM_001272029	Arvcf	18348274	18407167
NM_177356	Lamp3	19653473	19706458
NM_009900	Clcn2	20703038	20716709
NM_001033237	Yeats2	20141135	20232646
