name	name2	txStart	txEnd
NM_001195025	Nuak2	134212701	134230065
NM_028778	Nuak2	134212701	134230065
NM_001290392	Sntg1	8349819	9289958
NM_001290390	Sntg1	8349819	9289958
NM_027671	Sntg1	8349819	9289958
NM_008922	Prim2	33510652	33726639
NM_175642	Adgrb3	25124320	25886552
NM_001290393	Sntg1	8349819	9289958
NM_175370	Als2cr12	58714964	58752833
NM_178884	Obsl1	75482399	75503027
NM_199021	Dpp10	125228714	125942136
NM_001310679	Obsl1	75492912	75503027
NM_001113391	Cd247	167718811	167792243
NM_130890	Capn8	184495137	184562483
NM_011465	Spta1	176102906	176178580
NM_031162	Cd247	167718811	167797567
NM_001113393	Cd247	167718811	167801284
NM_001113392	Cd247	167718811	167801284
NM_001289497	Cpa6	10314799	10710026
NM_001160371	A830018L16Rik	11404185	11591902
NM_177173	A830018L16Rik	11404185	11965983
NM_001160369	A830018L16Rik	11404185	11965983
NM_001160370	A830018L16Rik	11404185	11591902
NM_177834	Cpa6	10314799	10710026
NM_001310451	A830018L16Rik	11404185	11965983
NM_027974	Efhc1	20941706	20980922
NM_133235	Khdrbs2	32229650	32714583
NM_001126046	Fam178b	36619540	36740028
NM_028096	2010300C02Rik	37668520	37776656
NM_201365	Fam178b	36656818	36740028
NM_009418	Tpp2	43990838	44059845
NM_001310540	Tpp2	43990838	44059845
NM_007642	Cd28	60803231	60830203
NM_001081050	Pard3b	61685397	62688858
NM_029160	Spag16	69873543	70771706
NM_025728	Spag16	69998188	70771706
NM_175210	Abca12	71289663	71461484
NM_010154	Erbb4	68078760	69154633
NM_175291	Dock10	80497642	80755128
NM_001310713	Agfg1	82836034	82897576
NM_010472	Agfg1	82836034	82897576
NM_030184	Armc9	88051354	88174859
NM_023314	Eif4e2	89110488	89137063
NM_027456	Armc9	88051354	88149066
NM_001310702	Armc9	88051354	88174859
NM_145519	Farp2	95408680	95518553
NM_173760	Ppip5k2	99602619	99666669
NM_009183	St8sia4	97484258	97564171
NM_011066	Per2	93312558	93355905
NM_172851	Cntnap5b	101669341	102382519
NM_019933	Ptpn4	121554669	121733648
NM_001081756	Nckap5	127810212	128727209
NM_181750	R3hdm1	129999882	130134312
NM_172484	Nckap5	127810212	128389504
NM_176957	Nckap5	127810212	128727209
NM_001306069	Adipor1	136312240	136329927
NM_021605	Nek7	140380413	140516334
NM_175443	Etnk2	135260148	135276895
NM_001287179	Kif14	138364424	138427396
NM_028320	Adipor1	136311954	136329927
NM_173437	Nav1	137331156	137481932
NM_001311148	Nek7	140380413	140516334
NM_022312	Tnr	161453899	161855053
NM_013862	Rabgap1l	162186702	162723069
NM_007495	Astn1	160292434	160621917
NM_001205204	Astn1	160292434	160621917
NM_023041	Pex19	174056885	174066628
NM_022563	Ddr2	171902437	172019075
NM_001159525	Pex19	174056885	174066628
NM_011880	Rgs7	176989206	177422676
NM_001199003	Rgs7	176989206	177422676
NM_001243792	Esrrg	189432884	190038763
NM_001195662	Rp1	4280926	4399322
NM_001159750	Tcea1	4847774	4887990
NM_001177795	Rgs20	4899656	5060366
NM_011541	Tcea1	4847774	4887990
NM_133826	Atp6v1h	5073166	5152630
NM_001290372	Rgs20	4899656	5008815
NM_001159751	Tcea1	4848408	4887990
