name	name2	txStart	txEnd
NM_027707	Nipbl	8239823	8394463
NM_201232	Nipbl	8239823	8394463
NM_001164593	Pdzrn4	92227240	92602250
NM_029946	Efcab6	83697141	83895779
NM_178748	Egflam	7156119	7348390
NM_001289496	Egflam	7156119	7348390
NM_001289498	Egflam	7156119	7348395
NM_001008702	Dab2	6249788	6390709
NM_008372	Il7r	9435913	9459631
NM_029430	Ttc23l	10433701	10488423
NM_001081299	Cdh18	22966217	23404173
NM_133365	Dnah5	28133520	28401800
NM_008729	Ctnnd2	30102347	30959098
NM_009154	Sema5a	32174567	32626096
NM_172606	March6	31385653	31460792
NM_001253807	Ywhaz	36700015	36720687
NM_001253806	Ywhaz	36700015	36726684
NM_001253805	Ywhaz	36700015	36724293
NM_011740	Ywhaz	36700016	36724293
NM_001081391	Csmd3	47412183	48623535
NM_013696	Trhr	44027680	44067458
NM_010026	Asap1	63918401	64214481
NM_001276463	Asap1	63918401	64144235
NM_001276462	Asap1	63918401	64144235
NM_001276467	Asap1	63918401	64214481
NM_001276461	Asap1	63918401	64214481
NM_152923	Kcnq3	65826476	66117786
NM_177819	Fam135b	71276107	71558268
NM_144812	Tnrc6b	80541742	80771516
NM_001271414	Nfam1	82827165	82853568
NM_001271413	Nfam1	82827165	82860380
NM_001271412	Nfam1	82827165	82863827
NM_001271411	Nfam1	82827165	82863827
NM_001282041	Pmm1	81781535	81791360
NM_001282040	Pmm1	81781535	81791360
NM_022410	Myh9	77591014	77672605
NM_013872	Pmm1	81781535	81791360
NM_028728	Nfam1	82827165	82853568
NM_177124	Tnrc6b	80629039	80771516
NM_001170561	Sbf1	89118666	89145742
NM_001033633	Slc2a13	91098121	91403692
NM_001081030	Sbf1	89118666	89145742
NM_145475	Cerk	85969530	86016571
NM_023063	Lima1	99608898	99650580
NM_001166456	Slc38a1	96401848	96472774
NM_134086	Slc38a1	96401848	96472393
NM_001113545	Lima1	99608898	99705887
NM_001166458	Slc38a1	96401848	96473344
NM_172437	Pus7l	94353070	94373938
NM_024188	Oxct1	3976427	4105344
NM_145930	AW549877	3932034	3945752
NM_010284	Ghr	3267754	3533352
NM_001048178	Ghr	3277524	3533352
NM_001286370	Ghr	3267754	3531842
NM_001243837	C7	4938761	5013773
NM_001166066	Mroh2b	4848736	4912201
NM_016704	C6	4677209	4754045
NM_001013367	Prkaa1	5093860	5131899
NM_177355	Plcxd3	4325490	4525579
NM_030168	Rictor	6658380	6750400
NM_011019	Osmr	6763576	6824313
NM_001310469	Osmr	6763576	6824313
NM_001285980	Skp2	9041738	9085181
NM_013787	Skp2	9041738	9070210
NM_148938	Slc1a3	8584123	8660807
NM_001253781	Prlr	10153660	10278935
NM_001305042	Spef2	9507947	9678623
NM_011169	Prlr	10106992	10266775
NM_001253782	Prlr	10223405	10275537
NM_030690	Rai14	10498732	10643295
NM_001166408	Rai14	10498732	10644386
NM_175501	Adamts12	10994544	11276622
NM_001039181	Npr3	11769651	11835429
NM_011767	Zfr	12047605	12115205
NM_001286395	Npr3	11769650	11837126
