name	name2	txStart	txEnd
NM_001081242	Tln2	67064891	67407510
NM_001305935	Bckdhb	83818743	84017847
NM_009130	Scg3	75491172	75531863
NM_001172121	Rbms3	116481863	117539031
NM_001164790	Scg3	75491172	75531863
NM_199195	Bckdhb	83842387	84017847
NM_001170787	Cntn5	9660890	10904775
NM_001033359	Cntn5	9660890	10904726
NM_026665	Cep57	13612231	13631551
NM_001310721	Cep57	13612226	13631551
NM_028472	Bmper	23027519	23289659
NM_183408	Pde4a	20970157	21017692
NM_011808	Ets1	32503626	32565405
NM_001038642	Ets1	32503626	32565405
NM_029863	9230110F15Rik	35645913	35651735
NM_001190911	Kirrel3	34296315	34843892
NM_001190912	Kirrel3	34296315	34843892
NM_001029838	Pknox2	36698563	36954907
NM_001190914	Kirrel3	34296315	34843892
NM_001190913	Kirrel3	34296315	34838463
NM_026324	Kirrel3	34296315	34843892
NM_148950	Pknox2	36698563	36954907
NM_011139	Pou2f3	42932021	43013838
NM_007619	Cbl	43957344	44042129
NM_173018	Myo9a	59598980	59776673
NM_010019	Dapk2	66006032	66120049
NM_013646	Rora	68501592	69236053
NM_001289916	Rora	69137647	69236053
NM_001194921	Cldn18	99591215	99617686
NM_001194923	Cldn18	99591215	99617686
NM_053268	Rasa2	96439718	96531922
NM_153413	Dock3	106795155	107134240
NM_001042607	Ryk	102737249	102810637
NM_026763	Col6a4	105892648	105999022
NM_007567	Bsn	107998352	108092714
NM_013649	Ryk	102737249	102810637
NM_001284258	Ryk	102737249	102810637
NM_009211	Smarcc1	110034527	110142682
NM_019922	Crtap	114284248	114299830
NM_026810	Mlh1	111130731	111174112
NM_009134	Scn10a	119517573	119628150
NM_010918	Nktr	121628298	121665959
NM_001205321	Scn10a	119517573	119628150
NM_001110253	Fyco1	123698617	123761020
NM_148925	Fyco1	123698617	123760782
NM_001033322	Gucy1a2	3532348	3905787
NM_001164574	Kbtbd3	4309742	4331732
NM_026962	Kbtbd3	4309815	4331732
NM_001113181	Gria4	4478262	4796234
NM_001113180	Gria4	4417892	4796234
NM_019691	Gria4	4417892	4796234
NM_032006	Mmp1a	7464140	7476869
NM_001171147	Yap1	7932000	8004596
NM_009534	Yap1	7932000	8004596
NM_007464	Birc3	7848700	7873170
NM_008829	Pgr	8899832	8968611
NM_013838	Trpc6	8544141	8680741
NM_001282086	Trpc6	8544141	8680741
NM_001013813	Maml2	13424432	13513977
NM_173776	Maml2	13466903	13513977
NM_173433	Kdm4d	14267024	14304926
NM_133214	Smco4	15309938	15349703
NM_019482	Panx1	14810228	14849922
NM_013911	Fbxl12	20442192	20447250
NM_001002846	Fbxl12	20442192	20449211
NM_146560	Olfr872	20041605	20065357
NM_008319	Icam5	20836481	20843480
NM_001135019	Zfp266	20299512	20325863
NM_001082485	Zfp266	20299512	20325863
NM_001286529	Fbxl12	20442192	20449211
NM_001286530	Fbxl12	20442192	20449211
NM_001253893	Dnm2	21229351	21311590
NM_001174079	Smarca4	21420612	21508674
NM_001174078	Smarca4	21420612	21508674
NM_001039520	Dnm2	21229351	21311590
NM_001110300	Ap1m2	21099900	21116777
NM_021531	Carm1	21351337	21393909
NM_001253898	Ecsit	21876689	21889871
NM_001253894	Dnm2	21229351	21312203
NM_007871	Dnm2	21229351	21311590
NM_011417	Smarca4	21420612	21508674
NM_153141	Carm1	21351337	21393909
NM_009678	Ap1m2	21099900	21116777
NM_012029	Ecsit	21876689	21889871
NM_001253897	Ecsit	21876689	21889871
NM_177030	Dock6	21604623	21657079
NM_181316	Bbs9	22280158	22692724
NM_178415	Bbs9	22280158	22692724
NM_028390	Anln	22135657	22193650
NM_001166207	Dpy19l2	24361491	24500737
NM_172920	Dpy19l1	24216224	24307584
NM_026189	Eepd1	25289181	25411695
NM_178113	Ncapd3	26837759	26902900
NM_001033323	Igsf9b	27106812	27137720
NM_001129787	Igsf9b	27106812	27142348
NM_001310768	Glb1l2	26570628	26614053
NM_172766	Nfrkb	31193776	31228918
NM_013800	Barx2	31653628	31720870
NM_008026	Fli1	32229788	32349037
NM_054096	Tirap	34991975	35007550
NM_001177847	Tirap	34991975	35007490
NM_001177846	Tirap	34991975	35007550
NM_001177845	Tirap	34991975	35007876
NM_022029	Nrgn	37352077	37360330
NM_001164767	Robo3	37223629	37240760
NM_001145957	Vwa5a	38525852	38550922
NM_172767	Vwa5a	38525852	38550922
NM_027144	Arhgef12	42771924	42913801
NM_009347	Tecta	42137704	42208012
NM_175481	Grik4	42328494	42752454
NM_023655	Trim29	43118845	43144208
NM_007841	Ddx6	44412974	44448814
NM_181324	Ddx6	44412974	44448814
NM_001110826	Ddx6	44412974	44448814
NM_027498	Sik3	45820902	46032277
NM_011526	Tagln	45737710	45744141
NM_018770	Cadm1	47338434	47661468
NM_001025600	Cadm1	47338434	47661468
NM_207675	Cadm1	47338434	47661468
NM_207676	Cadm1	47338434	47661468
NM_001310841	Cadm1	47338252	47661474
NM_020274	Htr3b	48743112	48773095
NM_010875	Ncam1	49323243	49607174
NM_001113204	Ncam1	49310250	49607174
NM_001081445	Ncam1	49310250	49607174
NM_001311065	Ncam1	49310233	49607498
NM_145614	Dlat	50442737	50467885
NM_027217	1810046K07Rik	51097790	51137022
NM_133981	Alg9	50583329	50651744
NM_178710	Sik2	50700905	50817178
NM_175535	Arhgap20	51573456	51661164
NM_029936	Ddx10	52906558	53056217
NM_172771	Dmxl2	54212964	54349433
NM_180600	Ube2q2	54997175	55055336
NM_145615	Etfa	55302242	55360050
NM_177351	Hykk	54765096	54797731
NM_172924	Peak1	56048935	56265857
NM_011193	Pstpip1	55937782	55976697
NM_022813	Scamp2	57408750	57436605
NM_009992	Cyp1a1	57535734	57551631
NM_176831	Ppcdc	57260470	57287921
NM_029212	Ccdc33	57876488	57950032
NM_028598	Rec114	58500662	58589366
NM_001311085	Ccdc33	57876480	57950104
NM_001166282	Ccdc33	57876488	57966630
NM_009145	Nptn	58430046	58500686
NM_001293673	Nptn	58430046	58500686
NM_019927	Arih1	59236360	59334181
NM_001253883	Pkm	59504174	59527182
NM_001042752	Neo1	58722486	58884248
NM_008684	Neo1	58722486	58884248
NM_011099	Pkm	59504174	59527182
NM_001040426	Thsd4	59814737	60358842
NM_172444	Thsd4	59814737	59989027
NM_010193	Fem1b	62639635	62659455
NM_008542	Smad6	63800882	63869866
NM_016769	Smad3	63494573	63605801
NM_030068	Iqch	63269255	63450300
NM_001311098	Iqch	63269255	63450300
NM_001162917	Dennd4a	64658817	64767474
NM_172522	Megf11	64233432	64548782
NM_001134399	Megf11	64233432	64557012
NM_010952	Oaz2	65524354	65538107
NM_001044389	Clpx	65142066	65178465
NM_173185	Csnk1g1	65756816	65892821
NM_011802	Clpx	65142066	65178465
NM_172536	Zfp609	65539389	65675371
NM_153119	Plekho2	65400383	65427894
NM_001301307	Oaz2	65524354	65538107
NM_178396	Car12	66561492	66614652
NM_145617	Herc1	66198256	66356582
NM_173413	Rab8b	66691470	66767512
NM_001306148	Car12	66561492	66614652
NM_001039519	Gtf2a2	69860354	69870673
NM_181072	Myo1e	70055156	70247874
