name	name2	txStart	txEnd
NM_177369	Myh8	67090625	67122135
NM_001190885	Kcnip1	33529340	33743585
NM_001190886	Kcnip1	33529340	33893193
NM_027398	Kcnip1	33529340	33743585
NM_001290690	Kcnip1	33529779	33743585
NM_001083587	Tns3	8331654	8564538
NM_007912	Egfr	16652205	16787661
NM_207655	Egfr	16652205	16813910
NM_001113563	Stat5b	100642044	100711899
NM_133656	Crk	75492760	75521930
NM_011489	Stat5b	100642044	100683884
NM_001277219	Crk	75492760	75521930
NM_001277221	Crk	75492760	75521930
NM_001080924	Znrf3	5176331	5344850
NM_001290501	Znrf3	5176331	5281743
NM_178259	Abca13	9091944	9584262
NM_001193271	Meis1	18780430	18918972
NM_010789	Meis1	18780430	18918972
NM_001252515	Ehbp1	21905828	22186798
NM_153078	Ehbp1	21905828	22186798
NM_001166661	Ccdc85a	28285683	28484324
NM_009288	Stk10	32433265	32524595
NM_176841	Ccdc88a	29274171	29410808
NM_181577	Ccdc85a	28285683	28484324
NM_001290702	Tenm2	35820157	36757743
NM_011856	Tenm2	35820157	36757743
NM_009012	Rad50	53463020	53520821
NM_145136	Myocd	64990071	65083491
NM_138675	Med9	59761715	59776808
NM_001034874	Shisa6	66025226	66339628
NM_001281818	Specc1	61770264	62036515
NM_146386	Myocd	64990071	65083491
NM_001310526	Specc1	61770264	61955228
NM_001013784	E130309D14Rik	74433106	74455018
NM_008744	Ntn1	68022865	68200328
NM_001291212	Myo18a	77590736	77679490
NM_001291213	Myo18a	77590736	77679490
NM_007384	Asic2	80693664	80966405
NM_011586	Myo18a	77590736	77679490
NM_001076681	Lyrm9	78640096	78657401
NM_001034013	Asic2	80693666	81781898
NM_001029934	Usp32	84797989	84953457
NM_197987	Trim37	86940576	87034188
NM_178309	Brip1	85871637	86014695
NM_028296	Car10	92960603	93463065
NM_001177899	Skap1	96325904	96620936
NM_170671	Mycbpap	94362660	94382816
NM_011869	Med24	98565904	98590749
NM_001177898	Skap1	96325904	96620936
NM_001033186	Skap1	96325904	96620936
NM_011101	Prkca	107794700	108205202
NM_027946	Dcaf7	105898185	105920637
NM_001166503	Slc39a11	113106168	113427129
NM_001166556	Abca6	110097736	110113090
NM_027216	Slc39a11	113106168	113427129
NM_147218	Abca6	110038135	110113090
NM_028898	Rptor	119464218	119760905
NM_001285438	Rbfox3	118351073	118622355
NM_001285437	Rbfox3	118351073	118772911
NM_001285436	Rbfox3	118351073	118770886
NM_001024931	Rbfox3	118351073	118770886
NM_001039168	Rbfox3	118351073	118770886
NM_001039167	Rbfox3	118351073	118770886
NM_001306081	Rptor	119464218	119760905
NM_026175	Sf3a1	4060356	4082544
NM_152818	Osbp2	3603733	3763906
NM_010718	Limk2	3243299	3309241
NM_173745	Dusp18	3795242	3801299
NM_028860	Mtmr3	4380870	4494818
NM_001252253	Nf2	4682107	4733138
NM_001252252	Nf2	4665847	4749547
NM_001252251	Nf2	4672336	4749547
NM_032396	Kremen1	5091555	5161613
NM_001243043	Ap1b1	4847523	4942797
NM_001283063	Ewsr1	4980080	4999091
