name	name2	txStart	txEnd
NM_001282052	Gak	108998125	109058796
NM_001282051	Gak	108998125	109058796
NM_153569	Gak	108998125	109058796
NM_177879	Sdk1	141717487	142689745
NM_001042670	Mterf1b	4192366	4197651
NM_011074	Cdk14	4803383	5380251
NM_001310448	Cdk14	4803383	5266068
NM_001110843	Cacna2d1	15440508	15880329
NM_001110844	Cacna2d1	15440508	15880329
NM_001110845	Cacna2d1	15440508	15880329
NM_011995	Pclo	14514917	14863459
NM_001110796	Pclo	14514917	14796042
NM_009784	Cacna2d1	15440508	15880329
NM_028882	Sema3d	12383165	12588943
NM_001110846	Cacna2d1	15440508	15880329
NM_001170746	Magi2	18732863	20210609
NM_001170745	Magi2	19413335	20210610
NM_009274	Srpk2	23009173	23122389
NM_010305	Gnai1	17770952	17866231
NM_015823	Magi2	19413335	20210609
NM_177869	Fam185a	20930720	20987942
NM_010075	Dpp6	27143896	28054040
NM_001198886	Dpp6	27231317	28054040
NM_145920	Evc2	37729716	37816293
NM_030889	Sorcs2	36359829	36740788
NM_145559	Slc2a9	38740511	38893391
NM_001102415	Slc2a9	38740511	38871545
NM_001102414	Slc2a9	38740511	38871545
NM_001012363	Slc2a9	38740511	38874624
NM_001286348	Ldb2	44863371	45190985
NM_001199244	Kcnip4	48780741	49676898
NM_001163073	Lcorl	46121570	46248779
NM_178142	Lcorl	46088422	46248779
NM_172153	Lcorl	46121570	46247791
NM_010698	Ldb2	44863371	45190985
NM_001077398	Ldb2	44863371	45190985
NM_009727	Atp8a1	68009377	68238670
NM_001038999	Atp8a1	68009377	68238670
NM_173403	Slc10a4	73398142	73404194
NM_001284345	Atp8a1	68009377	68238670
NM_178730	Tmprss11f	86950250	87061449
NM_011339	Cxcl15	91223559	91232093
NM_001081401	Adamts3	90102865	90312359
NM_177872	Adamts3	90102865	90312359
NM_015756	Shroom3	93112460	93394785
NM_001077595	Shroom3	93238407	93394785
NM_001161739	Glmn	107977985	108026658
NM_001161738	Glmn	107977985	108026907
NM_133248	Glmn	107977985	108026658
NM_173066	Ep400	111093391	111199736
NM_029337	Ep400	111093391	111199736
NM_007708	Cit	116295664	116456350
NM_028901	Myo18b	113117895	113325382
NM_028310	2810006K23Rik	124778097	124790130
NM_028752	Hvcn1	122660295	122692306
NM_001042489	Hvcn1	122659737	122692306
NM_001134717	2810006K23Rik	124778097	124791861
NM_001109992	Ptpn11	121580541	121641406
NM_011202	Ptpn11	121580541	121641406
NM_172276	Sfswap	130007105	130077259
NM_021371	Caln1	130924661	131316515
NM_175432	Tmem132c	127722195	128046160
NM_181045	Caln1	130845327	131316515
NM_021403	Srrm3	136293975	136350642
NM_010752	Mad1l1	140484642	140797506
NM_001013774	Kpna7	145744612	145770505
NM_001033312	Fbxl18	143633467	143656917
NM_029920	Mtus2	148768895	149127641
NM_080795	Lnx2	147828230	147888148
NM_019792	Cyp3a25	146788769	146821193
NM_001003909	Ankib1	3689998	3803124
NM_029141	Tmbim7	3657003	3679544
NM_029154	Tmbim7	3657003	3679544
NM_009873	Cdk6	3343892	3531005
NM_194462	Akap9	3928185	4080204
NM_001289528	Ankib1	3689998	3803124
NM_001289527	Ankib1	3689998	3803124
NM_022890	Cldn12	5505014	5514976
NM_001193660	Cldn12	5505014	5514789
NM_001193661	Cldn12	5505014	5514849
NM_001193659	Cldn12	5505014	5514849
NM_001007221	Adam22	8092259	8368160
NM_001098225	Adam22	8072346	8368160
NM_001007220	Adam22	8092259	8368160
NM_001310439	Adam22	8072346	8368160
NM_001310440	Adam22	8072346	8368160
NM_008830	Abcb4	8893720	8959226
NM_001243073	Sema3a	13398996	13603485
