name	name2	txStart	txEnd
NM_015764	Greb1	16677420	16807692
NM_053122	Immp2l	41750676	43056575
NM_001312644	Ttc6	58665101	58838891
NM_183186	Foxn3	100433303	100688284
NM_181815	Cep128	92236931	92622849
NM_015812	Rgs6	83717911	84263043
NM_001282061	Rgs6	83718485	84263043
NM_001310478	Rgs6	83717911	84263043
NM_001159537	Adcy3	4133396	4213524
NM_001159536	Adcy3	4133396	4213524
NM_138305	Adcy3	4134152	4213524
NM_001164493	Klhl29	5084273	5382488
NM_001093775	Myt1l	30213248	30608074
NM_008666	Myt1l	30213248	30608074
NM_001163126	Cog5	32339733	32622495
NM_001093778	Myt1l	30213248	30608074
NM_001093776	Myt1l	30219769	30608074
NM_144552	Stxbp6	45953472	46175470
NM_013780	Npas3	54349663	55173162
NM_178714	Lrfn5	62624153	62946245
NM_001310586	Lrfn5	62624153	62958916
NM_001193266	Mdga2	67567045	68323536
NM_153457	Rtn1	73312735	73510041
NM_133198	Pygl	71291801	71328670
NM_001037717	Slc38a6	74387834	74455032
NM_207010	Mdga2	67567045	68323536
NM_001286448	Rtn1	73312735	73510041
NM_001174107	Map3k9	82815936	82882157
NM_177395	Map3k9	82829398	82882157
NM_145965	Gphn	79327641	79785756
NM_172952	Gphn	79327641	79785756
NM_001198587	Nrxn3	90032947	91573373
NM_001252074	Nrxn3	91050922	91573373
NM_172544	Nrxn3	90191833	91573373
NM_001168589	Vrtn	85981968	85992405
NM_030187	Ak7	106944191	107020657
NM_144834	Serpina10	104854884	104869654
NM_001301404	Serpina10	104854884	104869654
NM_173023	Catsperb	102642882	102864219
NM_001033213	Ttc7b	101538979	101759032
NM_001164488	Wars	110098239	110131408
NM_001164314	Wars	110098239	110132384
NM_001081057	Tecpr2	112127473	112210604
NM_001291445	Pacs2	114252718	114312612
NM_001291444	Pacs2	114252718	114312612
NM_011710	Wars	110098239	110131421
NM_001289510	Tecpr2	112127473	112210606
NM_175336	Tecpr2	112127473	112210606
NM_001166385	Sp4	119470158	119539913
NM_011215	Ptprn2	117724192	118516640
NM_009239	Sp4	119470158	119539913
NM_016676	Rab10	3247427	3309969
NM_001162465	Dtnb	3572390	3781398
NM_007886	Dtnb	3573040	3781398
NM_001198968	Itsn2	4599813	4720758
NM_010881	Ncoa1	4247361	4484060
NM_011365	Itsn2	4599813	4720758
NM_001167768	Ldah	8214931	8283029
NM_001167767	Ldah	8214932	8292565
NM_009693	Apob	7984482	8023645
NM_172401	Ldah	8214912	8292565
NM_001168564	Kcns3	11097007	11157648
NM_173417	Kcns3	11097007	11157179
NM_012038	Vsnl1	11332050	11443455
NM_029758	Fam49a	12268944	12383167
